,0,sentence_ID,verb,E,P,A
32,,336.0,see,1.5642008517344208,1.126059923610409,-0.1283297557810846
33,,373.0,tuck,-0.3162043258317063,0.731812728842642,-0.21355088347188247
34,,373.0,tuck,-0.3421467619426158,0.7192960288566326,-0.22331334143187065
35,,398.0,think,0.6825802747158786,0.7958503992136317,-0.4629252775813712
36,,423.0,pretend,0.3485853893411974,0.8508857983282417,-0.32280860090435953
37,,423.0,pretend,0.3794084161260068,0.8429100655922728,-0.312902028822757
38,,449.0,draw,1.0503363688020746,1.1008697094330289,0.46803798036940475
39,,449.0,draw,1.0618715153608438,1.0994192351703826,0.4711234474680939
40,,449.0,shut,-1.907955920437966,1.1534455702979687,0.04708576219061465
41,,449.0,shut,-1.9207995206148447,1.1466151079239657,0.0414338022460046
42,,496.0,tell,1.4102162802207165,1.2691530276372025,0.8757737181638185
43,,496.0,tell,1.4200166150040665,1.277199396994451,0.8824408172251307
44,,496.0,remove,-1.5801987959006958,1.7422550220844883,0.3008431783603306
45,,517.0,make,0.4067120695127424,1.5108406358288993,0.9805627594789715
46,,517.0,make,0.4366423775662031,1.5060110342108441,0.9869378054555722
47,,520.0,show,1.125414751218357,0.9005635650747695,0.600182745246645
48,,524.0,learn,2.650953433865456,2.0899986004531588,0.22196288955494292
49,,524.0,learn,2.6573444561085147,2.0965074865071816,0.2307925045596338
50,,526.0,say,0.846870422941374,0.8340819622496837,0.7372574178447288
51,,526.0,say,0.8327842479084272,0.8446344854056509,0.7353362710576737
52,,527.0,hear,2.2516658481861684,1.0547341517937299,0.5556164423022187
53,,527.0,hear,2.268309017567457,1.0537641234366455,0.5302914694475266
54,,537.0,share,2.549483898029185,1.6479388548128973,-0.09541826736172603
55,,537.0,share,2.574346453892616,1.6526656078223174,-0.07973645610663149
56,,539.0,pat,0.7451624807309596,1.0359746234605895,-0.6138860735469572
57,,557.0,take,1.0396473098005667,1.5502388881960856,0.1604858509123289
58,,558.0,make,0.4146234250727445,1.5171484218467632,0.9837127614254791
59,,571.0,see,1.5793671224326191,1.1248680507531177,-0.1277910161024425
60,,575.0,think,0.6709955405567933,0.7944717781458704,-0.4675180603867254
61,,577.0,change,-0.6007655176544643,0.9818865306753406,0.06864329638493338
62,,577.0,change,-0.6137308736668234,0.9880241780751559,0.07390282291952817
63,,591.0,try,0.6194120185096501,0.8588940252562657,0.7743165039159029
64,,619.0,know,2.8405486292274675,1.953800456609863,0.08647125916265541
65,,630.0,see,1.5700688076079368,1.1358592654267765,-0.1268818238097811
66,,630.0,see,1.5830183360567078,1.1257133231961791,-0.12777561063716936
67,,630.0,think,0.6514246450274298,0.7724702791497416,-0.47457717006772604
68,,643.0,put,-0.3183092222338009,1.3682086352651057,0.1784002855699327
69,,643.0,put,-0.35090893981376486,1.367692883951965,0.18495495409497967
70,,647.0,pull,-0.3730117936022476,1.403818952701714,0.9123521466463507
71,,647.0,pull,-0.3597157671820377,1.407522210026425,0.9024375233335293
72,,656.0,brush,0.03670611730565384,0.3168977273418398,0.24833353086353072
73,,656.0,brush,0.05293278072337446,0.32240427206532674,0.22791740610924321
74,,664.0,finish,0.9012257339245214,1.7776823930809484,0.3376234845636124
75,,664.0,finish,0.8810706212685633,1.7807737380524384,0.3535455699767762
76,,664.0,lay,-0.10984002577277782,1.1174307451319065,-0.7155347365453576
77,,664.0,lay,-0.1826167219838094,1.106411718334168,-0.715646178954086
78,,677.0,do,0.9544284822661047,1.0456467452171672,0.5188065457140246
79,,677.0,do,0.9683343566252129,1.0584112893454927,0.5185122923828462
80,,678.0,raise,2.819506596508272,2.6438006491218458,0.042421720693355154
81,,678.0,raise,2.801107750700989,2.634132033979402,0.05076269332175774
82,,704.0,put,-0.3698614291837376,1.368830725760971,0.18462483648109054
83,,710.0,see,1.5544870006493003,1.1198026616715664,-0.12482841322035529
84,,725.0,think,0.656881166477289,0.7735792950296069,-0.4720598343505317
85,,727.0,hope,2.6020061241758863,1.835330998138412,-0.8270641149426216
86,,727.0,hope,2.604705415759335,1.8208915989239562,-0.8333920136822631
87,,727.0,see,1.576311443844717,1.1160040485428306,-0.10876494223149107
88,,728.0,enter,0.6226011454498057,1.3210643549887913,0.5949198569828511
89,,728.0,enter,0.6366337480265046,1.3252399297907023,0.6025067849943859
90,,744.0,make,0.3997982071559176,1.4988629827781088,0.9954649365119078
91,,745.0,make,0.3998363706540816,1.5061141584219866,0.9920013692433626
92,,789.0,have,1.3230609399627808,1.5758753127117404,-0.16702993519949247
93,,789.0,have,1.3059732439882912,1.5860586757256068,-0.15140049279295675
94,,798.0,put,-0.32999340960325424,1.3691187487240324,0.18475626679939425
95,,798.0,put,-0.386736344202242,1.3763477409865086,0.18509214725073192
96,,832.0,pretend,0.37228237972903266,0.8465048718829659,-0.33402434137232534
97,,832.0,pretend,0.37965050268634676,0.8547975560576536,-0.3254669249967604
98,,887.0,learn,2.6774100573851056,2.0939952334344993,0.23756478772887624
99,,887.0,learn,2.6637697359919232,2.0911133199382106,0.2272348485877132
100,,888.0,want,0.26314185944327095,0.27275495695153934,-0.04810481268435968
101,,895.0,think,0.6750769285587469,0.7848398583957317,-0.47267963831973436
102,,908.0,curl,-0.3652674018676732,1.2362357915774043,0.09908442764971416
103,,908.0,curl,-0.34493452234406435,1.238128709081619,0.08905595650137518
104,,928.0,put,-0.3536466834945404,1.3710132387068161,0.20136369564821227
105,,928.0,put,-0.3369435003648134,1.3736643972618374,0.17328178204067726
106,,932.0,pat,0.7411797009230143,1.046486352285339,-0.5840501902820805
107,,941.0,want,0.2626679627769875,0.2618659749402017,-0.048937208958437554
108,,941.0,want,0.24530403811604737,0.2702184231365475,-0.03611296192288911
109,,972.0,pretend,0.372070654770061,0.8312470363012587,-0.3452956764921483
110,,972.0,pretend,0.3757908422517082,0.8412649560447659,-0.3388708965958379
111,,1015.0,make,0.44991571277160175,1.515437038860614,0.9956219608241673
112,,1018.0,make,0.42115495454008384,1.521467043432647,0.9973059508196066
113,,1051.0,think,0.6480869489783739,0.772142488138504,-0.4617715630313293
114,,1051.0,think,0.6726416472158803,0.7949449700395527,-0.4839891518110596
115,,1062.0,see,1.551790949330972,1.111868624097447,-0.11787012984303218
116,,1121.0,know,2.839338280631596,1.9525761839121367,0.08195845545544005
117,,1131.0,let,-0.0250053934997107,0.9008518990403555,-0.2987187991995349
118,,1149.0,feel,1.7723040071512741,1.0544116419603842,-0.32294436112295294
119,,1149.0,feel,1.7591604899518405,1.0451144021918692,-0.32471987325324453
120,,1155.0,cause,0.6216021369643063,1.8090253104055667,0.76001632940947
121,,1187.0,reveal,0.621852549846639,1.3031745366524998,0.7381595818566854
122,,1363.0,change,-0.6034327036250934,0.9798191096378358,0.08013400043457555
123,,1363.0,change,-0.6252836259676907,0.9777822432114923,0.06843419480445694
124,,1455.0,give,1.8668563173194446,1.8852986418694362,0.3368884188782407
125,,1455.0,give,1.9387053452043779,1.910774315486861,0.3112322692570406
126,,1457.0,know,2.828014108064959,1.9462481630096833,0.07292237581521945
127,,1457.0,know,2.8126584164870825,1.942573716999969,0.08437384954609904
128,,1472.0,have,1.3202829841150823,1.5792079776760424,-0.14549130940830785
129,,1472.0,keep,1.2277000956875932,1.667110643549268,-0.7143445680478142
130,,1476.0,turn,-0.8638876435693055,1.1202451716022692,0.6647993533417137
131,,1476.0,turn,-0.9056402542116821,1.1126248156653453,0.6703390004083597
132,,1491.0,wear,0.4746368148253852,0.6346532704785058,-0.14325549776035768
133,,1491.0,wear,0.42825761312470384,0.6461391783783027,-0.13867945677173932
134,,1500.0,make,0.40457346214323486,1.5015032882064778,0.9906872505946376
135,,1500.0,make,0.40757278033488953,1.4960285966705338,0.9884994657516194
136,,1500.0,let,-0.026085240711161056,0.9014893465577551,-0.3062845278779726
137,,1504.0,know,2.8334702706674877,1.9514953434975248,0.08089307066911398
138,,1504.0,know,2.7905180305390695,1.9343559429319361,0.07869741235042511
139,,1524.0,stare,-0.761565812658848,0.5538714742968279,-0.9126360455397372
140,,1556.0,lay,-0.14336155476888193,1.104865354867416,-0.7438603859977081
141,,1556.0,put,-0.37876452245681963,1.3741342376202583,0.1918450059133239
142,,1556.0,put,-0.33066239202017017,1.382442148499863,0.17447223512942336
143,,1595.0,keep,1.2260759612187628,1.6609154472842913,-0.7195108323973368
144,,1599.0,hear,2.2497465703884267,1.051322386935115,0.532480228159303
145,,1606.0,want,0.24754639726983385,0.27397963815653514,-0.04000143337074054
146,,1606.0,earn,1.3750431518224695,1.8373547914227804,0.5714202275293893
147,,1606.0,earn,1.3811909811711118,1.8386859304831538,0.5611229893491404
148,,1616.0,drop,-2.2050634953211166,1.0379657839337741,0.06850013499519059
149,,1616.0,drop,-2.1946048603292634,1.0353237572380714,0.06480867235089227
150,,1634.0,think,0.6560621392552118,0.7872507220948816,-0.4615942373033579
151,,1637.0,take,1.0196212193651044,1.5476330295405805,0.16013445062745466
152,,1637.0,take,1.0162029477224348,1.5420673790022352,0.15499175617977912
153,,1656.0,besiege,-1.3169509279148341,0.9097985472054385,0.9490519022783336
154,,1658.0,forgot,-2.2502227461650257,0.035341200058236356,-0.7164067764440997
155,,1660.0,see,1.594426246030834,1.1262891099795385,-0.10865354498335451
156,,1660.0,meet,2.900237273418608,1.7454975603530474,0.5949522386873672
157,,1660.0,meet,2.885761139418663,1.7476554872199979,0.5808438258531794
158,,1660.0,encounter,1.65737453727484,1.2653786406683507,0.7193503462686347
159,,1660.0,encounter,1.6490093368736336,1.2724802217518363,0.7094984740771355
160,,1666.0,imagine,0.9253624143216576,0.8155268619202373,-1.0937951545069327
161,,1667.0,make,0.398406583783245,1.5017723440618636,0.9827989784604987
162,,1667.0,make,0.4104131408669578,1.5061855410156364,0.9900663262068167
163,,1670.0,know,2.827473118618528,1.9453286739268856,0.07462926993271643
164,,1684.0,make,0.3977894798871818,1.504287046580078,0.9850494210648998
165,,1684.0,make,0.37408368852991986,1.4977407807495549,0.9848447745814671
166,,1729.0,think,0.6686032233267412,0.7890072324680129,-0.46394023448373484
167,,1737.0,see,1.5988199401376404,1.1285664624885698,-0.12264953042522073
168,,1737.0,see,1.5654270281921743,1.121709738370276,-0.12731580157475644
169,,1739.0,want,0.2610393792077838,0.25365378308741815,-0.04725120938679402
170,,1747.0,clasp,2.1368980515109515,1.5903492163216142,-0.6161046615716934
171,,1747.0,clasp,2.1255003320453465,1.6040965395823106,-0.6243186515631023
172,,1752.0,let,-0.011291492991840088,0.915211222898731,-0.30889634432146296
173,,1817.0,see,1.542561671999839,1.1130023589824918,-0.13637348426436252
174,,1817.0,see,1.5886475292939615,1.1161006982204533,-0.13070270495217412
175,,1893.0,make,0.36843439802751277,1.4840799492393508,0.986590991845884
176,,1906.0,let,-0.019085989232440103,0.9181783713937747,-0.30737311192554945
177,,1906.0,let,-0.0298654308422349,0.9113121751638286,-0.2914055879329578
178,,1921.0,see,1.5605180058523402,1.1187300400928404,-0.11652675109297181
179,,1933.0,make,0.44646933526187194,1.5259678249853312,0.9900561601590859
180,,1961.0,draw,1.050774916234613,1.0910341292230321,0.4644465752877546
181,,1981.0,make,0.39809689025897765,1.4954964916577564,0.9791829715913756
182,,1982.0,know,2.8114245822332524,1.9427331190332378,0.07564876825617418
183,,1993.0,think,0.6752041581832035,0.7916673955090114,-0.4701571930041676
184,,2001.0,hear,2.268057104553637,1.0437503581076832,0.5340073454881028
185,,2053.0,have,1.294457823691876,1.5839599057100189,-0.1523708301424927
186,,2054.0,look,1.0655490798533893,0.7939707526427351,-0.3069026595962807
187,,2056.0,see,1.5650613232877273,1.1247022996010743,-0.11916967752736544
188,,2057.0,know,2.7932715065780243,1.9270911495163565,0.06928643117599771
189,,2057.0,know,2.8257492140519798,1.9368348389969985,0.08393044852811946
190,,2059.0,bit,-1.2815280666817648,0.46545970390900054,1.0799083092992998
191,,2059.0,bit,-1.3114313661167132,0.45104342390841984,1.0745027915683427
192,,2073.0,forgot,-2.202946808934779,0.03578356160373121,-0.7161725947467106
193,,2073.0,forgot,-2.2300330730011737,0.04628394085142331,-0.7050514192487117
194,,2079.0,see,1.5684466243776831,1.1215729111202442,-0.13110432791146917
195,,2081.0,snatch,-2.6959627654582348,1.1157861568616294,1.0431561345740936
196,,2101.0,know,2.813422854170798,1.946372615588764,0.07900604932420853
197,,2101.0,know,2.8167044198453426,1.9492903124278416,0.08435930199181746
198,,2103.0,put,-0.3814080769038668,1.3725571552677545,0.19441104887723776
199,,2103.0,put,-0.37659231775737306,1.3612108477754006,0.19058601795098315
200,,2132.0,give,1.9046204135319094,1.9041118308501321,0.3186422001470211
201,,2133.0,insinuate,-0.8000369376688258,0.5949830859655032,0.21522285575822916
202,,2135.0,put,-0.35594501311255305,1.37222792220218,0.17681316809408243
203,,2135.0,put,-0.3787702392433083,1.3695743414497932,0.18241669397615248
204,,2142.0,put,-0.3209869097587159,1.3650371252617959,0.19122772949384578
205,,2189.0,raise,2.8338092818645757,2.643233213670196,0.03534051317749591
206,,2189.0,raise,2.8077507452188843,2.6420273384352684,0.02397775027619941
207,,2190.0,pick,0.09132745487056183,1.3117523705883745,0.6428879251773961
208,,2196.0,shake,-0.7722993134580566,0.7750755486174505,1.177695344193341
209,,2196.0,put,-0.37836126445013796,1.3675292564888863,0.18520979711368626
210,,2278.0,get,0.9114603595140519,1.4981666748676779,0.6446190084894035
211,,2278.0,get,0.924414885053596,1.4951498562470664,0.6531108552037993
212,,2283.0,turn,-0.8598815256096403,1.1195919759520616,0.6707675362168505
213,,2283.0,turn,-0.8526366862238904,1.1229326504460813,0.6744588234021988
214,,2289.0,mount,1.1987520700208214,1.6619293402394082,0.6793912203961266
215,,2289.0,mount,1.2074591488182391,1.665573125583189,0.670190314127464
216,,2313.0,know,2.802342102792696,1.9428376753712155,0.07357435906687118
217,,2314.0,let,-0.032862631260421514,0.9089919273575628,-0.30401114864851025
218,,2318.0,make,0.3886989116907139,1.5054391830119174,0.9834928480440548
219,,2322.0,think,0.6761081957314542,0.7904897970106132,-0.4577929928838275
220,,2322.0,think,0.660553369637586,0.7730492541838313,-0.4741304054037933
221,,2332.0,think,0.6778528737701343,0.7847304600144152,-0.48041234599513977
222,,2359.0,know,2.818478921388399,1.9423776211132937,0.08379485198160833
223,,2359.0,know,2.794858710694881,1.9337154062020674,0.07883263047829307
224,,2363.0,make,0.42282855361279115,1.5011908132046243,0.9898739458204405
225,,2366.0,straighten,0.32044329730661053,1.1567209371996956,-0.33543104387393297
226,,2366.0,straighten,0.30306323557750225,1.1470623483010525,-0.32543145102474824
227,,2380.0,spare,0.3026624717909483,0.9388747800925934,-1.2031872675110453
228,,2380.0,spare,0.31933785868248427,0.9418628532371819,-1.208709837147868
229,,2390.0,give,1.9086123292806867,1.92183276312312,0.3307432699236127
230,,2397.0,know,2.7984012348416516,1.9256250690115329,0.07459427729968135
231,,2397.0,know,2.7844521675287397,1.9383609383024478,0.08621724723207341
232,,2464.0,see,1.5583532804574727,1.1169518357183934,-0.1256959336004226
233,,2464.0,see,1.5788347620265786,1.1260713376274432,-0.1310235570245042
234,,2468.0,hope,2.597617223052383,1.8163318446495025,-0.8284674439573809
235,,2602.0,pass,0.2294364013908059,1.1965997308571696,-0.5538358045978435
236,,2605.0,bit,-1.2900541497810036,0.45599351153870915,1.078904013896329
237,,2605.0,bit,-1.2844342977852272,0.45943520063635446,1.0826730434799634
238,,2623.0,say,0.8515926575395235,0.8485831277148751,0.748911648618893
239,,2628.0,see,1.5850729282327103,1.1255588277323187,-0.12263926260837707
240,,2635.0,knit,1.3405328471573787,1.3339549514444566,-0.3559641577311773
241,,2635.0,knit,1.3365084871951358,1.3324903933233303,-0.3434756789818013
242,,2641.0,say,0.8436961382012571,0.8284892160354007,0.7412394736676192
243,,2641.0,say,0.8550594558512203,0.8443586213396994,0.7482048029445891
244,,2651.0,make,0.4545838174895648,1.500630479763777,0.9861995567315516
245,,2651.0,make,0.42804752806025076,1.5147368326490338,0.9878282764623545
246,,2655.0,move,0.6777904214084868,1.40762560739721,0.7194257115180949
247,,2655.0,move,0.6959531830581449,1.4263260356352392,0.700995720437036
248,,2664.0,pick,0.019655315987324548,1.3091816374939382,0.6540098674295451
249,,2664.0,pick,0.08307121617696797,1.3014478000131717,0.649604523005441
250,,2664.0,pick,0.07962682362543269,1.3243154337765684,0.650869715202095
251,,2664.0,pick,0.08741678095439537,1.3202184860992887,0.6375301426768728
252,,2670.0,face,0.7741781240629457,1.5029806961196288,0.37779678058007365
253,,2670.0,face,0.7373136262539106,1.5054330926700146,0.37994646174071006
254,,2673.0,know,2.7943343660373663,1.9319464429970707,0.0861728638607251
255,,2673.0,know,2.8069575345218016,1.9388141140555608,0.07720202232415668
256,,2676.0,put,-0.33071934604575454,1.369957467800065,0.1738280378723272
257,,2676.0,put,-0.36828545874578755,1.3703990800424997,0.17717860438785601
258,,2680.0,know,2.798257212275736,1.939667949347993,0.08973956125424985
259,,2680.0,see,1.5712224652857036,1.1095200802269627,-0.12714832085577038
260,,2684.0,see,1.5591411628334773,1.1219625952282448,-0.12982514339972318
261,,2723.0,see,1.5810750014679882,1.1243880613996278,-0.1217991022538506
262,,2737.0,see,1.5966027731179726,1.121408224077983,-0.1287298184092122
263,,2745.0,hear,2.260335946915994,1.0417631347954939,0.5485923969455238
264,,2798.0,overeating,-1.7913204607196478,1.0449599234621711,0.911640590175359
265,,2798.0,overeating,-1.7783893876031718,1.0505518555190985,0.9152354490546767
266,,2802.0,see,1.5692349891940451,1.1170389803164493,-0.11566394854548165
267,,2809.0,see,1.5784373485009506,1.1131958899901997,-0.12721005809609706
268,,2813.0,know,2.80644601490284,1.9411920910900502,0.08037720223552547
269,,2830.0,say,0.8399332758274032,0.841456112630873,0.7306808544269853
270,,2834.0,lug,-0.3991119420835141,1.0419190641026521,0.4067680960898455
271,,2834.0,lug,-0.44494142249790436,1.0506344133908594,0.41841325306212107
272,,2850.0,know,2.8035407948659015,1.932733745928708,0.0817362960299874
273,,2940.0,see,1.572161560696891,1.1278437595954787,-0.12013705035988337
274,,2959.0,lay,-0.16710387857916922,1.1149604838139244,-0.7239283804194642
275,,2959.0,lay,-0.1606238209962139,1.1096954049072156,-0.7221925790820356
276,,3000.0,put,-0.39332728925213256,1.3641555598803445,0.19199258458512755
277,,3000.0,shake,-0.793638144750379,0.7787931245578026,1.1776528244210258
278,,3000.0,put,-0.3654852323892665,1.370279102479764,0.18999084571853284
279,,3000.0,shake,-0.8089385948441364,0.7819877808025428,1.1856214947854358
280,,3020.0,forgot,-2.2333040138515567,0.03524905493732894,-0.7111025344254824
281,,3020.0,forgot,-2.216152930426789,0.03877359195120103,-0.7173837619843814
282,,3048.0,tell,1.4189487286991538,1.2757995216087652,0.8912004302973427
283,,3050.0,make,0.3923778108363124,1.49668554965675,0.9991413715485752
284,,3050.0,think,0.6598261035260237,0.7800662424891249,-0.4874022838617215
285,,3054.0,pull,-0.3578343669927986,1.4051653191880267,0.9092964950868747
286,,3054.0,pull,-0.3739281130459239,1.4095101976055673,0.9008412637831203
287,,3090.0,reach,1.4877050509970495,1.447579573747788,0.5609540549125783
288,,3137.0,think,0.6536707234190302,0.7865190798283854,-0.46994441480922766
289,,3141.0,drive,-0.22329697063547363,1.0471869822909265,1.1107111561463636
290,,3192.0,know,2.8006875010022356,1.9360950788215254,0.07810811742303074
291,,3192.0,know,2.7979337839419647,1.9400162667518528,0.07277073045200419
292,,3206.0,suppose,0.7466954541567848,0.7707580513412874,-0.39325098210947274
293,,3206.0,see,1.5853330646074777,1.126191350439535,-0.1196585227464718
294,,3220.0,clutch,-0.295130583795311,0.3377048347094386,-0.6812867695964462
295,,3288.0,raise,2.822568167788948,2.6453324923236097,0.046825439382909055
296,,3288.0,set,-0.3683703911675876,1.5920630364044521,0.24897215900972783
297,,3288.0,raise,2.803753023282508,2.6357329020819966,0.03751096884727337
298,,3288.0,set,-0.35775271024606836,1.5743053075378328,0.24552173432654933
299,,3295.0,see,1.5487410329820628,1.1246367835151088,-0.13159374287398207
300,,3374.0,make,0.38710360899911145,1.5102041493528315,0.9908963865247462
301,,3374.0,make,0.41020944892026107,1.5058890402999177,0.9894041201645064
302,,3396.0,wave,0.39495044734627355,0.8833848600457292,0.561050309775757
303,,3396.0,wave,0.4045932076579621,0.8997319327604657,0.554385318524286
304,,3399.0,feast,1.5235586802124632,1.3131060150148055,0.8619346053593726
305,,3400.0,turn,-0.8779647172386327,1.108889593034203,0.6588296933155159
306,,3400.0,turn,-0.864072647738335,1.110782644067348,0.6743756714510878
307,,3469.0,see,1.590616282881594,1.1278117148098477,-0.1118441581763029
308,,3469.0,pick,0.08397687914006353,1.3263192315017727,0.64316476314569
309,,3565.0,draw,1.045201096252724,1.0968777546562773,0.4703390665685498
310,,3575.0,give,1.8678535427791607,1.9012289719005715,0.32446882655732934
311,,3575.0,give,1.8800047963364204,1.9020092953090186,0.3126883242384901
312,,3579.0,have,1.3043809813073002,1.5934629594044798,-0.15692870376373128
313,,3588.0,think,0.6504501308179187,0.7756084257315664,-0.47083495381402285
314,,3588.0,think,0.6620786467874461,0.7888890395848631,-0.46989225180133665
315,,3602.0,send,0.6532250376937657,1.6906905199014584,0.25228730882795447
316,,3606.0,know,2.818123923239451,1.9415653589470834,0.0850322003476769
317,,3606.0,know,2.7991224334603273,1.9298326243259014,0.08503490376541485
318,,3614.0,turn,-0.8399658791778,1.112652307957074,0.6794677131059381
319,,3614.0,want,0.264337545200625,0.2630485404662228,-0.041864795112054466
320,,3696.0,rub,-0.3552503043672028,0.28108601822114,-0.11351175117201857
321,,3696.0,rub,-0.3612659449833478,0.28373694164772806,-0.10140974470468178
322,,3715.0,lose,-2.536884367516172,0.45990498313546707,0.2950891122697575
323,,3715.0,lose,-2.54249433234327,0.4618342528578999,0.28502865677517764
324,,3743.0,know,2.799267309543973,1.939411726787223,0.08748151501572593
325,,3743.0,know,2.81037549678418,1.942721637611428,0.08123386136473199
326,,3744.0,occupy,0.6933139559952092,1.18544711478911,0.5596193417484215
327,,3744.0,occupy,0.6719587977086288,1.1918396267804887,0.5588796560550463
328,,3769.0,learn,2.6511366697245253,2.0941540083725196,0.229333006205788
329,,3769.0,learn,2.6368029347772737,2.087041194124712,0.22426812511135494
330,,3769.0,wish,0.9212819723581994,0.6111021140598725,-0.5786670935693881
331,,3769.0,wish,0.9128635153937815,0.6047666030539496,-0.5660601645253079
332,,3774.0,see,1.5937274100937375,1.1310719901551962,-0.1256351447325212
333,,3803.0,learn,2.672491314249909,2.0933397945832763,0.22293305150981022
334,,3803.0,learn,2.650269498892258,2.0778773844582683,0.22676936184314958
335,,3826.0,shake,-0.7854707580951975,0.7863425356204901,1.1727560336025347
336,,3826.0,shake,-0.773645089323929,0.7735274590514426,1.1730501744938913
337,,3833.0,want,0.2509614753303478,0.2658900295638975,-0.036898246081016835
338,,3833.0,make,0.413828179067975,1.5207099423495711,0.9857445081611773
339,,3843.0,mind,0.815139785795424,1.3801085157366026,-0.27644809960048966
340,,4030.0,bring,1.9538824545038949,1.6698786437388013,0.18760191447818722
341,,4031.0,know,2.7921870029272156,1.9448516717397586,0.09069499972254101
342,,4044.0,lay,-0.18695826304012028,1.1197834570356386,-0.7300362102634906
343,,4044.0,lay,-0.1617546662649216,1.1105536554303725,-0.7019114252352704
344,,4045.0,meet,2.919143562164174,1.7452879677133342,0.5835189868520093
345,,4094.0,think,0.6753656179055564,0.7869065846426518,-0.479172316744879
346,,4109.0,take,1.035508694274985,1.541724357648687,0.15483667556699654
347,,4120.0,take,1.054736459320297,1.5435721336521868,0.16013411860828064
348,,4131.0,recover,1.9216929031270298,2.1368048303207408,-0.007408967832748742
349,,4138.0,see,1.5610040038593536,1.1156431506754876,-0.13265829078101557
350,,4138.0,make,0.36447368408647735,1.4927317680387417,0.9869393986520565
351,,4139.0,make,0.4107429146412085,1.5113716276432245,0.9950053250153963
352,,4158.0,drop,-2.194973995810217,1.0305241381972423,0.06765605348814167
353,,4158.0,drop,-2.197438115815925,1.0329512425193657,0.062328969221217105
354,,4172.0,want,0.28143678386144483,0.26981484102688486,-0.04086184974663675
355,,4218.0,make,0.4592577027418677,1.5242358459257226,0.9891785419572073
356,,4233.0,keep,1.221669704571867,1.6548749465990062,-0.6937142908503283
357,,4243.0,finish,0.8873625158391212,1.774325991116238,0.35463748791387095
358,,4243.0,finish,0.884764931174437,1.7728207930056021,0.3640285776826062
359,,4258.0,say,0.8540096113440916,0.8427964881955782,0.7396062171907317
360,,4259.0,do,1.0029840653001616,1.0483258014126813,0.4975776144889577
361,,4259.0,do,0.9648760977912209,1.047447925322153,0.5254908929949447
362,,4261.0,look,1.083146643732434,0.7937504526788128,-0.3208262268971381
363,,4286.0,know,2.7812404932632,1.9255899397108358,0.08028596708197426
364,,4286.0,know,2.8159604630076314,1.9371032934448829,0.06926398402442999
365,,4334.0,get,0.9154691724082235,1.498192116508873,0.650709266836916
366,,4335.0,see,1.557711065240028,1.1149488728772308,-0.1173168523808783
367,,4368.0,put,-0.3784047552626389,1.3749789815220648,0.17606793870432838
368,,4368.0,put,-0.36460600187795705,1.3675219213351517,0.17419237530512008
369,,4424.0,draw,1.0573950998349182,1.1022570533847131,0.4635432873509228
370,,4464.0,know,2.8152153909491773,1.9326456300927808,0.07868921141371471
371,,4474.0,look,1.0694904485401384,0.7771687839890842,-0.32316068503209067
372,,4474.0,look,1.0823188705388322,0.7974994576360472,-0.3078041186752437
